Timestamp,UniqID,소속,학년,성별,1. 블랙보드 시스템에 전반적으로 만족하십니까?,2. 학기중 블랙보드에는 얼마나 자주 접속하십니까?,3. 학기중 블랙보드를 가장 많이 활용한 시간대는 언제입니까?,4. 학기 중 블랙보드 사이트 접속이 신속하게 이루어집니까?,5. 어떤 브라우저를 사용하여 블랙보드를 주로 접속하십니까?,6. 블랙보드 메인 화면의 구성 및 디자인에 만족하십니까?,7. 블랙보드 강의실 내 메뉴는 직관적이라고 생각하십니까?,8. 블랙보드에서 제공되는 정보들은 잘 분류되어 있습니까?,"9. 블랙보드 내 글자 크기(메뉴 텍스트, 본문, 코스 정보 등)는 적정합니까?",10. 블랙보드 내에서 가장 선호하는 온라인수업(비대면) 운영 방식은 무엇입니까?,11. 귀하가 생각하는 가장 효과적인 블랙보드 내 학습활동은 무엇입니까?,12. 블랙보드 내 학습의 한계는 무엇이라고 생각하십니까?,13. 블랙보드 내 수강 환경의 한계는 무엇이라고 생각하십니까?,14. 블랙보드 영상 출석콘텐츠 수업 방식에 대해 전반적으로 만족합니까?,15. 블랙보드 영상 출석콘텐츠 수업 방식의 한계는 무엇이라고 생각하십니까? (복수응답 가능),"16. 실시간 화상강의(Zoom, Collaborate) 수업 방식에 대해 전반적으로 만족합니까?","17. 실시간 화상강의(Zoom, Collaborate)를 활용한 온라인수업의 한계는 무엇이라고 생각하십니까? (복수응답 가능)",18. 블랙보드 내에서 가장 선호하는 소통 방식을 선택하여 주십시오. ,19. 블랙보드 기능에 전반적으로 만족하십니까?,20. 블랙보드 기능은 전반적으로 사용하기 쉽습니까?,"21. 블랙보드 이용 시 오류를 겪었다면, 어떤 유형의 오류였는지 표기해주십시오. (복수응답 가능)",22. 블랙보드 홈페이지는 LMS를 사용하는데 필요한 정보를 손쉽게 찾고 관련 안내를 신속하게 전달할 수 있도록 구성되었습니다. 이 구성에 만족하십니까? ,23. 모바일 APP Blackboard는 웹에서 이용하는 주요 기능을 모바일 기기에서 이용 가능하도록 구성되었습니다. 모바일 APP 이용에 얼마나 만족하십니까?,24. 모바일 APP 이용 시 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"25. 코스 화면에서는 과거 코스, 현재 수강 중인 코스 목록을 손쉽게 파악할 수 있도록 구성되어 있습니다. 코스 화면 구성에 만족하십니까?",26. 코스 화면에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,27. 코스 홈 접속 후 좌측에 나타나는 코스 메뉴 구성에 만족하십니까?,28. 코스 메뉴 구성에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,29. 코스 메뉴 공지사항 기능에 만족하십니까?,30. 코스 메뉴 공지사항 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"31. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능에 만족하십니까? ","32. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.","33. 과제 제출 및 피드백 기능(턴잇인, SafeAssign)에 얼마나 만족하십니까?",34. 과제 제출 및 피드백 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"35. 그룹활동(토론, 블로그, 저널) 기능에 만족하십니까?","36. 그룹활동(토론, 블로그, 저널) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",37.  영상 출결 콘텐츠  출석 현황 기능에 만족하십니까?,38. 녹화영상 출석 현황에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,39. 시험/락다운브라우저 기능에 만족하십니까?,40. 시험/락다운브라우저 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"41. 실시간 강의 도구(ZOOM, Collaborate) 기능에 만족하십니까? ","42. 실시간 강의 도구(ZOOM, Collaborate) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",43. 성적 기능에 얼마나 만족하십니까?,44. 성적 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,45. 학습관리시스템(LMS) 블랙보드와 관련하여 개선되었으면 하는 사항 및 기타 하고 싶으신 말씀에 대해 작성해주십시오.,46. 차세대 학습관리시스템(LMS)를 도입하는 것에 대해 어떻게 생각하십니까? ,47. 차세대 학습관리시스템(LMS)을 도입을 희망하지 않는 이유에 대해 작성하여 주십시오.,48. 차세대 학습관리시스템(LMS)을 도입을 희망하는 이유에 대해 작성하여 주십시오.,"49. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 반드시 유지해야 하는 기능에 대해 작성하여 주십시오.","50. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 새롭게 도입되길 희망하는 기능에 대해 작성하여 주십시오."
2022/11/03 7:55:34 PM GMT+9,M3835k4i,문과대학 국어국문학과,2학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),4,엣지(Edge),4,4,5,5,녹화영상(영상 출석콘텐츠),과제,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,토론방,4,4,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여",4,4,,4,,4,,5,,4,,4,,4,,4,,3,,4,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,현재 시스템으로 충분하다.,,,
2022/11/03 8:01:29 PM GMT+9,J9939okt,이과대학 물리학과,1학년,남,4,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),4,4,4,4,온라인수업(비대면)을 선호하지 않음,퀴즈/시험,실시간 화상강의 수업의 질,온라인수업 시 집중 저하,보통,수업 내용 이해 어려움;출석 반영 오류,보통,접속 오류로 인한 수업 끊김;수업 내용 이해의 어려움;출석 반영 오류,메시지,3,3,과제 업로드,3,3,기존에 제출한 과제 재확인을 용이하게 개선,3,색깔 변화를 줄 수 있었으면 좋겠음,3,없음,3,없음,2,배속기능,3,"과제 제출 후 재확인하는데 끊겨있거나, 깨져있거나, 변형이 된 경우가 있음.",1,사용한 적이 거의 없음. 기능 삭제가 더 바람직한 개선이라고 생각함.,4,없음,3,없음,2,접속 튕김 현상,4,없음,없음,현재 학습관리시스템(LMS) 블랙보드 유지,"시스템의 변화는 학생들이 적응하는데 시간이 걸릴 것임. 비대면과 대면 수업을 동시에 하는 요즘, 혼란만 가중 될 것.",,,
2022/11/03 8:21:02 PM GMT+9,F3576guf,정보대학원 컴퓨터학과 인공지능응용전공,석사과정,여,4,하루에 한 번,오후1 (12:00-15:00),5,기타,4,4,4,4,실시간 화상강의(Zoom),없음,교수-학생·학생-학생 간 의사소통의 부족,블랙보드 기능 사용의 어려움,보통,없음,만족,없음,없음,4,3,없음,2,3,사용하지 않음,4,이번 학기의 강의만 먼저 보였으면 좋겠음,4,없음,4,없음,3,사용하지 않음,4,,3,,3,,3,,5,,5,,,상관없음,,,,
2022/11/03 8:55:56 PM GMT+9,O877311w,심리학부대학 심리학부,2학년,여,4,1주에 3회 정도,오후1 (12:00-15:00),4,크롬(Chrome),4,2,2,5,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,실시간 화상강의 수업의 질,온라인수업 시 집중 저하,매우 불만족,재생 오류로 인한 끊김,불만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,출석 반영 오류,4,2,활동스트림/코스가 접속이 느립니다.,4,,4,,5,,2,,5,,2,,4,중간에 멈추면 끊기거나 오류가 걸리는 경우가 많음,4,,4,,5,,,차세대 학습관리시스템(LMS) 도입 희망,,지금보다 더 나아질 것 같아서,,
2022/11/03 9:02:18 PM GMT+9,V2983nsr,보건과학대학 보건정책관리학부,4학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),3,Mac용 사파리,3,4,4,4,실시간 화상강의(Collaborate),과제,시험의 공정성,네트워크 불안정으로 접속 끊김 현상,불만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,"실시간 화상강의(Zoom, Collaborate) 참여",4,2,"아이패드의 경우 스플릿뷰 지원을 하지 않고, 안정성이 PC에 비해 떨어지는 것 같습니다. ",3,예전 코스들이 위로 오는 버그가 발생하곤 합니다. ,4,메뉴 순서 변경 기능이 있으면 좋겠습니다. ,4,새벽에 메일이 오지 않도록 메일 받는 시간을 설정할 수 있으면 좋겠습니다. 과제의 경우 마감 임박이 아닌데 마감임박이라고 뜨는 경우도 있습니다. ,4,블랙보드 내의 영상 출결의 경우 접근성이 높으면 좋겠습니다. ,5,없습니다. ,3,실제로 사용한 적이 없어서 모르겠습니다. ,3, 사용한 적이 없어서 모르겠습니다. ,3, 사용한 적이 없어서 모르겠습니다. ,5,,4,성적 분포도 같이 나오면 좋겠습니다. ,,현재 학습관리시스템(LMS) 블랙보드 유지,"이미 익숙한 것 같으며, 새로운 시스템이 필요하다고 느껴지지 않습니다. ",,,
2022/11/03 9:14:42 PM GMT+9,W3679plj,정경대학 정치외교학과,3학년,남,4,하루에 3회 이상,오후2 (15:00-18:00),3,크롬(Chrome),3,4,4,4,녹화영상(영상 출석콘텐츠),과제,시험의 공정성,시스템 불안정,만족,출석 반영 오류,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,출석 반영 오류,4,1,,4,,4,,4,,4,,5,,2,,3,,1,,4,,4,,,상관없음,,,,
2022/11/03 9:22:07 PM GMT+9,C5190kia,보건과학대학 보건안전융합과학과(대학원),석박사통합과정,여,4,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),4,3,4,3,녹화영상(영상 출석콘텐츠),과제,녹화 강의 영상의 질,안정적인 수업 수강 장소 부재,만족,영상 화질이 선명하지 않음;재생 오류로 인한 끊김,보통,영상 화질이 선명하지 않음,메시지,4,4,과제 업로드,3,2,버벅거림이 불편하다,4,너무 차별점이 없어 정말 글씨를 보고 구별해야한다 글씨도 작은편이다,4,잘 모르겠다,4,특별히 없다,4,불만사항없음,4,특별히 없다,4,특별히 없다,4,특별히 없다,4,특별히 없다,4,끊김 지지직거림 연결불량 오디오불량 등 특히 줌이 심한거같다,4,특별히 없다,전체적으로 글씨 크기를 좀 키웠으면 좋겠다,상관없음,,,,
2022/11/03 9:24:33 PM GMT+9,E9002ohe,생명과학대학 생명공학부,1학년,여,4,하루에 한 번,저녁 (18:00-24:00),4,크롬(Chrome),4,4,4,4,실시간 화상강의(Collaborate),퀴즈/시험,실시간 화상강의 수업의 질,시스템 불안정,만족,출석 반영 오류,만족,출석 반영 오류,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",4,4,"실시간 화상강의(Zoom, Collaborate) 참여",4,3,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/11/03 9:59:50 PM GMT+9,M548819h,사범대학 가정교육과,2학년,여,4,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),과제,없음,시스템 불안정,만족,음향이 작거나 울림;출석 반영 오류,만족,접속 오류로 인한 수업 끊김,토론방,4,5,코스 화면 접속,5,5,앱에 접속했을때 현재 수강중인 강의부터 메인에 떴으면 좋겠다. 지난 학기에 수강했던 강의가 먼저 떠서 현재 수강중인 강의를 찾기 번거롭다.,5,딱히 없다.,5,딱히 없다.,5,딱히 없다.,5,딱히 없다.,5,딱히 없다.,4,토론방에 새 글 업데이트 시 알림이 왔으면 좋겠다.,5,딱히 없다.,5,딱히 없다.,5,와이파이 환경이 좋은데도 자주 끊긴다.,5,딱히 없다.,토론방 알림 기능 꼭 생겼으면 좋겠다.,현재 학습관리시스템(LMS) 블랙보드 유지,"일반인도 학교 플랫폼에 접속할 수 있다면 혼란이 생길 것 같고, 해킹 위험도 커질 것 같음.",,,
2022/11/03 10:37:32 PM GMT+9,K6961onu,일반대학원 정치외교학과 비교정치전공,석사과정,여,4,1주에 3회 정도,저녁 (18:00-24:00),5,크롬(Chrome),4,4,4,4,실시간 화상강의(Zoom),토론,내용 이해를 돕는 학습 활동의 부족,블랙보드 기능 사용의 어려움,영상 출석콘텐츠 수업 경험 없음,없음,만족,없음,토론방,4,3,없음,4,4,코스 화면 외에는 직관적으로 눈에 들어오지 않아 다양한 기능의 존재 여부를 잘 모르겠다.,4,코스별 업데이트가 있는 게시판(공지사항/토론방 등) 내용이 미리 보이면 좋겠습니다. 업데이트를 놓치지 않는 장점이 있을 것 같습니다.,4,"메뉴 기능을 알면 다양한 기능을 사용해볼 것 같습니다. 공지사항 확인, 과제 업로드 외엔 잘 사용하지 않았습니다.",4,이메일 알림 좋아요!,4,,4,,4,,4,,4,,5,,4,,,상관없음,,,,
2022/11/03 10:39:54 PM GMT+9,E3212lid,일반대학원 보건과학대학 의생명융합과학과 바이오식의과학전공,박사과정,남,5,1주에 3회 정도,오후2 (15:00-18:00),3,기타,3,3,4,5,녹화영상(영상 출석콘텐츠),과제,없음,없음,매우 만족,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,매우 만족,수업 내용 이해의 어려움;없음,과제·퀴즈 피드백,4,4,없음,4,4,없습니다.,4,없습니다.,4,없습니다.,4,없습니다.,4,없습니다.,4,없습니다.,4,없습니다.,4,녹화영상 출석 현황을 모든 강의에서 할 수 있으면 좋을 것 같습니다. 교수님들의 재량에 따라 공개 안하시는 분들도 있는데 그런 강의는 정상 출석 여부 확인이 어렵습니다.,4,없습니다.,4,없습니다.,3,없습니다.,없습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,지금도 큰 불편함없이 사용하고 있기 때문에 굳이 새로운 시스템 도입이라는 번거로움을 거칠 필요가 없다고 생각합니다.,,,
2022/11/03 10:41:44 PM GMT+9,B6184mkd,문과대학 불어불문학과,1학년,남,4,하루에 3회 이상,오후1 (12:00-15:00),5,크롬(Chrome),4,4,4,3,실시간 화상강의(Zoom),과제,실시간 화상강의 수업의 질,온라인수업 시 집중 저하,만족,수업 내용 이해 어려움;영상 분량이 부족하거나 많음,만족,음향이 작거나 울림;영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,메시지,4,4,"실시간 화상강의(Zoom, Collaborate) 참여",3,5,로딩 속도가 개선되었으면 좋겠음. ,4,,4,,5,,4,,4,,4,,4,,4,,4,,3,,,현재 학습관리시스템(LMS) 블랙보드 유지,새로운 시스템에 적응하기 귀찮음. ,,,
2022/11/03 11:21:20 PM GMT+9,I1232sin,사범대학 교육학과,3학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),5,크롬(Chrome),3,4,4,4,실시간 화상강의(Zoom),토론,녹화 강의 영상의 질,온라인수업 시 집중 저하,매우 만족,음향이 작거나 울림,매우 만족,출석 반영 오류,토론방,4,5,"실시간 화상강의(Zoom, Collaborate) 참여",4,3,자동로그인을 체크할 수 있는 란이 있어서 로그인 상태의 유지,4,,4,,5,,5,,4,,4,,5,,5,,5,,5,,,차세대 학습관리시스템(LMS) 도입 희망,,,,
2022/11/03 11:24:30 PM GMT+9,P1008ujc,생명과학대학 생명과학부,1학년,여,4,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),2,4,4,4,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,불만족,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,만족,없음,없음,4,5,없음,4,4,학기가 바뀔 때 current 페이지가 이번 학기로 업데이트 되지 않아서 current를 클릭 후 메뉴를 바꿔주어야 하는 게 불편함,3,과목별 썸네일 이미지가 각 과목들을 구별하기 어렵게 함. 직관적으로 바꾸거나 이용자가 설정할 수 있었으면 좋겠음,4,,3,교수자가 올린 공지사항이 없으면 ‘공지사항 없음’이라는 표시가 있었으면 좋겠음. 아무것도 뜨지 않으면 인터넷 연결이 불안정한건지 공지사항이 아무것도 없는 것인지 헷갈림,3,"유튜브 영상으로 볼 때 전체 화면 안됨!!!! 그리고 어떤 상황에 출결 확인이 안될 수도 있는지 알려주면 좋겠음.  예를 들어, 유튜브 영상을 별도의 탭에서 시청하면 출석 확인이 안된다던지..",5,,3,사용안해봄,3,,5,,5,,4,각 반 평균 띄우는 것을 필수로 해주시면 안될까요…,,현재 학습관리시스템(LMS) 블랙보드 유지,블랙보드가 익숙함,,,
2022/11/03 11:47:22 PM GMT+9,P9894waa,정경대학 정치외교학과,1학년,여,3,하루에 3회 이상,저녁 (18:00-24:00),3,크롬(Chrome),3,4,2,3,녹화영상(영상 출석콘텐츠),과제,교수-학생·학생-학생 간 의사소통의 부족,시스템 불안정,보통,재생 오류로 인한 끊김;출석 반영 오류,보통,접속 오류로 인한 수업 끊김;출석 반영 오류,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",3,5,코스 화면 접속;출석 반영 오류,3,1,매번 로그인을 해야 합니다.로그인 유지 기능이 있었으면 좋겠습니다.,3,코스 순서를 자유롭게 배열할 수 있었으면 좋겠습니다.,3,,4,이메일로 꼭 공지가 왔으면 좋겠습니다.,3,,3,,3,,1,배속이 쉽게 되었으면 좋겠습니다,1,오류가 빈번합니다,3,,1,앱으로 접속 시 성적이 한번에 나오지 않습니다,,현재 학습관리시스템(LMS) 블랙보드 유지,굳이 현행 시스템을 버릴 이유를 모르겠습니다,,,
2022/11/04 6:53:23 AM GMT+9,Z3172ckl,경영대학 경영학과,3학년,남,5,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,없음,네트워크 불안정으로 접속 끊김 현상,매우 만족,없음,만족,접속 오류로 인한 수업 끊김,없음,5,5,"실시간 화상강의(Zoom, Collaborate) 참여",5,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/11/04 9:41:21 AM GMT+9,M607020m,일반대학원 교육학과 교육사철학전공 ,석사과정,남,4,1주에 3회 정도,오후2 (15:00-18:00),4,크롬(Chrome),3,4,3,3,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,시스템 불안정,보통,재생 오류로 인한 끊김,보통,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,토론방,3,4,출석 반영 오류,4,4,,3,,3,,3,,4,,4,,4,,3,,4,,4,,4,,,상관없음,,,,
2022/11/04 10:00:47 AM GMT+9,X6391y8q,일반대학원 전기전자공학과 컴퓨터공학전공,석사과정,여,4,하루에 한 번,오후1 (12:00-15:00),4,크롬(Chrome),5,5,3,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,실시간 화상강의 수업의 질,시스템 불안정,만족,재생 오류로 인한 끊김;출석 반영 오류,만족,접속 오류로 인한 수업 끊김,없음,4,4,출석 반영 오류,4,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,현재 시스템이 충분히 편리합니다.,,,
2022/11/04 10:08:39 AM GMT+9,E5117ejb,교육대학원 한국어교육전공,석사과정,여,5,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),4,3,3,4,온라인수업(비대면)을 선호하지 않음,퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,없음,보통,상호작용 불가로 인한 질의응답 어려움,만족,영상 화질이 선명하지 않음,토론방,4,4,없음,4,3,모바일 앱을 사용해 본 적이 없습니다.,5,,4,,4,최신의 공지가 가장 위로 오도록 하면 좋겠음. 그리고 공지사항이 위에서 아래로 나열되다 보니 잘 구분이 안 될 때가 있어서 과제 및 시험 메뉴처럼 먼저 목록이 있고 세부내용은 클릭해서 확인하는 방식이 더 가독성이 좋을 것 같음. ,4,휴대폰 앱이 아니라 인터넷 앱으로 접속을 해서 유튜브 영상 콘텐츠를 본 적이 있는데 기능 사용이 어려웠음. 예를 들면.. 전체화면 기능이 되지 않았음. 그리고 어떤 경우는 교수님의 말 속도가 느려서 영상 콘텐츠를 빨리 재생하고 싶을 때가 있는데.. 출결 문제도 그렇고 그런 기능을 사용할 수가 없음.,3,공지사항 메뉴와 비슷하게.. 좀 더 디자인이 가볍게 구성이 되면 좋겠음. 여러 명이 의견을 달 경우 눈에 잘 들어오지 않고 누가 어떤 글을 썼는지가 파악하기 어려움. 다양한 의견을 좀 더 가벼운 디자인과 구성으로 한 눈에 볼 수 있으면 좋겠음. 다른 웹사이트 댓글 기능처럼 댓글들이 한 눈에 잘 보이면 좋겠음. 답글로 새로운 글이 게시되다 보니 너무 복잡하게 보임.,3,사용한 적이 없음,4,앞서 말한 것처럼 때에 따라 영상 재생 속도를 빠르게 나 느리게 할 수 있도록 하는 기능이 있으면 좋겠고 이에 따른 출석 현황이 유동적으로 반영되면 좋겠음. 시간이 아니라 재생 여부,4,,4,,4,,,상관없음,,,,
2022/11/04 10:09:27 AM GMT+9,D8874e-p,생명과학대학 생명과학부,3학년,남,4,하루에 한 번,오전 (6:00-12:00),2,크롬(Chrome),4,4,4,5,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,영상 출석콘텐츠 수업 경험 없음,없음,만족,없음,없음,4,4,없음,3,3,모바일 앱에서 줌 접속 시 줌 계정 로그인 문제로 들어가지지가 않습니다. ,2,모바일에서는 2학기에서도 1학기 수업들이 먼저 나옵니다.,4,과제와 시험을 분리하는게 좋을 것 같습니다. 매 과제마다 시험응시라고 하는게 조금 이상한 것 같습니다.,5,모바일 앱에서 공지사항으로 푸쉬알림을 해주는 기능이 매우 편리하여 만족하고 있습니다.,4,특별히는 없습니다 ,4,해당기능 사용경험이 없는 것 같습니다,3,지금까지 들었던 수업들 중 해당 기능을 사용했던 수업이 하나도 없었습니다. ,4,해당 기능이 있는줄을 몰랐습니다,4,조금 귀찮기는 했으나 타당하고 효과적인 기능인 것 같습니다.,4,줌의 경우 접속하는데 단계가 조금 많다고 느껴지기는 합니다.,4,기능 자체에는 만족하나 많은 교수님들이 해당 기능을 잘 사용하시지 않고 다른 방식으로 성적을 통보해주시는 것 같습니다.,블랙보드에 로그인하기까지 화면들이 너무 많은 것 같습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,교내 학생들을 위한 시스템도 교육 오픈플랫폼도 아닌 애매한 시스템이 되는 것은 아닐까 우려됩니다.,,,
2022/11/04 10:27:56 AM GMT+9,T1810ckx,교육대학원 상담심리교육전공,석사과정,여,4,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),3,4,4,4,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,만족,재생 오류로 인한 끊김,보통,접속 오류로 인한 수업 끊김,토론방,3,4,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여;코스 화면 접속",4,3,pc로 사용하는 것보다 불편함이 있음을 받아 들이고 모든 기능을 다 구현하기보다는 자주 사용하는 기능만 특화하여 편리하게 사용할 수 있었으면 좋겠다. ,3,"코스 화면 배치, 구성 등 내가 필요한 부분을 선택하여 볼 수 있고 간단한 메모도 할 수 있으면 좋겠다.",4,내가 해야 할 과제 등 간단한 메모 기능 추가(학습자 스스로 학습 스케쥴을 관리 할 수 있도록),2,"공지를 제목 목록화 하여 올린 날짜, 제목 등 한 눈에 볼 수 있었으면 좋겠다.",4,"21년도 보다는 오류가 많이 개선 되어 특별한 불만 없으나, 속도 조절이 세분화 되었으면 편리하겠음",4,코멘트를 일부러 다시 접속하여 확인하여야 하는 부분이 불편. 코멘트시 화면 접속 후 팝업 등으로 바로 확인 할 수 있었으면 좋겠음,4,글이 뒤로 밀려 많은 경우 확인이 불편함. sort 기능이 있었으면 좋겠음,4,교수님께 따로 연락하지 않고 옆에 오류 사항을 코멘트 할 수 있는 비고란 마련,4,없음,4,기능 불만이 없으나 중간 끊김 현상이 심했음,4,특별하게 불편한 거 없고 중요한 기능이라 생각되진 않음,"주 기능은 비대면시 수업을 듣거나, 대면 전환 후에는 자료를 주고 받는 중심으로 사용하게 되는데, 좀 더 소통이 가능할 수 있는 수강생끼리 채팅 기능이나 학습스케쥴러가 될 수 있는 기능등이 추가 되면 좋을 것 같다.",현재 학습관리시스템(LMS) 블랙보드 유지,이미 다양한 방법들이 많아서 투자 대비 활용도가 높지 않을 것 같음. 다른 방향으로 지원이 필요하다고 생각됨,,,
2022/11/04 11:11:22 AM GMT+9,U6689jam,일반대학원 전기전자공학과 반도체 및 나노 전공,석사과정,여,4,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),4,4,4,4,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,만족,음향이 작거나 울림;영상 화질이 선명하지 않음,만족,음향이 작거나 울림,과제·퀴즈 피드백,4,5,강의 동영상 재생;SSO 통합 로그인,4,3,,4,예전 코스가 사라졌습니다 ..,4,,4,,4,,5,,3,,4,,3,,4,,4,,,상관없음,,,,
2022/11/04 12:07:17 PM GMT+9,C8504rae,생명환경과학대학 환경 생태공학과,1학년,여,4,하루에 한 번,오전 (6:00-12:00),3,Mac용 사파리,4,4,4,4,실시간 화상강의(Zoom),과제,없음,없음,보통,없음,보통,없음,없음,4,4,없음,4,4,7,4,N,4,,4,,4,,4,,4,,4,,4,,4,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,그대로 좋아합니다,,,
2022/11/04 2:07:06 PM GMT+9,G6514dad,이과대학 물리학과,1학년,남,4,하루에 3회 이상,오후2 (15:00-18:00),4,Mac용 사파리,4,3,2,4,실시간 화상강의(Zoom),과제,과제 수행의 어려움,안정적인 수업 수강 장소 부재,만족,출석 반영 오류,만족,음향이 작거나 울림,과제·퀴즈 피드백,4,4,SSO 통합 로그인;시험 응시 및 접속,4,1,현재 학기 코스가 아닌 이전 학기 코스가 상단에 표시됨,2,,4,,4,,5,,5,,4,,5,,5,,5,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/11/04 2:40:03 PM GMT+9,J5207ahn,정경대학 정치외교학과,1학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),4,Mac용 사파리,3,4,4,5,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,재생 오류로 인한 끊김,매우 만족,접속 오류로 인한 수업 끊김,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",4,5,코스 화면 접속,4,2,컴퓨터와 달리 모바일 APP 사용시 첫 화면에서 지금 학기의 강의가 뜨지 않고 1학년 1학기의 강의가 뜹니다. 때문에 다른 학기의 강의를 보기 위해서는 매번 해당 학기를 선택해야 한다는 번거로움이 있습니다.,5,,5,,5,,5,,5,,5,,5,,4,,4,,5,,,상관없음,,,,
2022/11/04 2:41:15 PM GMT+9,H2836_fv,교육대학원 국어교육전공,석사과정,여,4,1주에 3회 정도,오후2 (15:00-18:00),4,기타,3,4,4,4,온라인수업(비대면)을 선호하지 않음,토론,실시간 화상강의 수업의 질,안정적인 수업 수강 장소 부재,보통,영상 화질이 선명하지 않음;재생 오류로 인한 끊김;상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,토론방,4,4,SSO 통합 로그인,2,2,,3,,3,,4,,4,,4,,4,,5,,4,,4,,4,,,상관없음,,,,
